2,2
3,7
5,2
6,7
8,3
9,9
11,4
13,0
14,6
16,2
17,8
19,4
21,0
22,5
24,1
25,7
27,3
28,8
30,4
32,0
33,6
35,1
36,7
38,3
39,8
41,4
43,0
44,5
46,1
47,7
48,9
49,9
50,8
51,8
52,7
53,7
54,6
55,6
56,5
57,5
58,4
59,4
60,3
61,2
62,2
63,1
64,1
65,0
66,0
66,9
67,9
68,8
69,8
70,7
71,6
72,6
73,5
74,5
75,4
76,1
76,1
76,1
76,1
76,1
76,1
76,1
76,1
77,0
77,3
77,7
78,0
78,4
78,8
79,1
79,5
79,8
80,2
80,5
80,9
81,3
81,6
82,0
82,3
82,7
83,1
83,4
83,8
84,1
86,1
89,1
91,3
93,6
94,0
94,0
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
94,1
0,0
0,0
0,0
0,0
