500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
500,,,,
1000,,,,
1500,,,,
2000,,,,
2500,,,,
3000,,,,
